"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"SURVEY","2019","YEAR","","STATE","NEW MEXICO","35","","","","","","","00000000","","PEPPERS","PEPPERS, CHILE - ACRES PLANTED","TOTAL","NOT SPECIFIED","9,100",""
"SURVEY","2018","YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","PEPPERS","PEPPERS, CHILE - ACRES PLANTED","TOTAL","NOT SPECIFIED","1,100",""
"SURVEY","2018","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","PEPPERS","PEPPERS, CHILE - ACRES PLANTED","TOTAL","NOT SPECIFIED","3,100",""
"SURVEY","2018","YEAR","","STATE","NEW MEXICO","35","","","","","","","00000000","","PEPPERS","PEPPERS, CHILE - ACRES PLANTED","TOTAL","NOT SPECIFIED","8,400",""
"SURVEY","2018","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","PEPPERS","PEPPERS, CHILE - ACRES PLANTED","TOTAL","NOT SPECIFIED","2,700",""
"SURVEY","2017","YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","PEPPERS","PEPPERS, CHILE - ACRES PLANTED","TOTAL","NOT SPECIFIED","1,400",""
"SURVEY","2017","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","PEPPERS","PEPPERS, CHILE - ACRES PLANTED","TOTAL","NOT SPECIFIED","4,900",""
"SURVEY","2017","YEAR","","STATE","NEW MEXICO","35","","","","","","","00000000","","PEPPERS","PEPPERS, CHILE - ACRES PLANTED","TOTAL","NOT SPECIFIED","8,100",""
"SURVEY","2017","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","PEPPERS","PEPPERS, CHILE - ACRES PLANTED","TOTAL","NOT SPECIFIED","2,700",""
"SURVEY","2016","YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","PEPPERS","PEPPERS, CHILE - ACRES PLANTED","TOTAL","NOT SPECIFIED","1,600",""
"SURVEY","2016","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","PEPPERS","PEPPERS, CHILE - ACRES PLANTED","TOTAL","NOT SPECIFIED","5,700",""
"SURVEY","2016","YEAR","","STATE","NEW MEXICO","35","","","","","","","00000000","","PEPPERS","PEPPERS, CHILE - ACRES PLANTED","TOTAL","NOT SPECIFIED","9,200",""
"SURVEY","2016","YEAR","","STATE","OTHER STATES","","","","","","","","00000000","","PEPPERS","PEPPERS, CHILE - ACRES PLANTED","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2016","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","PEPPERS","PEPPERS, CHILE - ACRES PLANTED","TOTAL","NOT SPECIFIED","2,600",""
"SURVEY","2015","YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","PEPPERS","PEPPERS, CHILE - ACRES PLANTED","TOTAL","NOT SPECIFIED","1,600",""
"SURVEY","2015","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","PEPPERS","PEPPERS, CHILE - ACRES PLANTED","TOTAL","NOT SPECIFIED","6,500",""
"SURVEY","2015","YEAR","","STATE","NEW MEXICO","35","","","","","","","00000000","","PEPPERS","PEPPERS, CHILE - ACRES PLANTED","TOTAL","NOT SPECIFIED","8,300",""
"SURVEY","2015","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","PEPPERS","PEPPERS, CHILE - ACRES PLANTED","TOTAL","NOT SPECIFIED","3,000",""
"SURVEY","2014","YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","PEPPERS","PEPPERS, CHILE - ACRES PLANTED","TOTAL","NOT SPECIFIED","1,400",""
"SURVEY","2014","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","PEPPERS","PEPPERS, CHILE - ACRES PLANTED","TOTAL","NOT SPECIFIED","7,000",""
"SURVEY","2014","YEAR","","STATE","NEW MEXICO","35","","","","","","","00000000","","PEPPERS","PEPPERS, CHILE - ACRES PLANTED","TOTAL","NOT SPECIFIED","8,100",""
"SURVEY","2014","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","PEPPERS","PEPPERS, CHILE - ACRES PLANTED","TOTAL","NOT SPECIFIED","3,400",""
"SURVEY","2013","YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","PEPPERS","PEPPERS, CHILE - ACRES PLANTED","TOTAL","NOT SPECIFIED","1,500",""
"SURVEY","2013","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","PEPPERS","PEPPERS, CHILE - ACRES PLANTED","TOTAL","NOT SPECIFIED","7,000",""
"SURVEY","2013","YEAR","","STATE","NEW MEXICO","35","","","","","","","00000000","","PEPPERS","PEPPERS, CHILE - ACRES PLANTED","TOTAL","NOT SPECIFIED","9,000",""
"SURVEY","2013","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","PEPPERS","PEPPERS, CHILE - ACRES PLANTED","TOTAL","NOT SPECIFIED","3,600",""
"SURVEY","2012","YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","PEPPERS","PEPPERS, CHILE - ACRES PLANTED","TOTAL","NOT SPECIFIED","1,200",""
"SURVEY","2012","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","PEPPERS","PEPPERS, CHILE - ACRES PLANTED","TOTAL","NOT SPECIFIED","6,600",""
"SURVEY","2012","YEAR","","STATE","NEW MEXICO","35","","","","","","","00000000","","PEPPERS","PEPPERS, CHILE - ACRES PLANTED","TOTAL","NOT SPECIFIED","9,900",""
"SURVEY","2012","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","PEPPERS","PEPPERS, CHILE - ACRES PLANTED","TOTAL","NOT SPECIFIED","3,800",""
"SURVEY","2011","YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","PEPPERS","PEPPERS, CHILE - ACRES PLANTED","TOTAL","NOT SPECIFIED","2,600",""
"SURVEY","2011","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","PEPPERS","PEPPERS, CHILE - ACRES PLANTED","TOTAL","NOT SPECIFIED","6,500",""
"SURVEY","2011","YEAR","","STATE","NEW MEXICO","35","","","","","","","00000000","","PEPPERS","PEPPERS, CHILE - ACRES PLANTED","TOTAL","NOT SPECIFIED","10,000",""
"SURVEY","2011","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","PEPPERS","PEPPERS, CHILE - ACRES PLANTED","TOTAL","NOT SPECIFIED","4,300",""
"SURVEY","2010","YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","PEPPERS","PEPPERS, CHILE - ACRES PLANTED","TOTAL","NOT SPECIFIED","3,000",""
"SURVEY","2010","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","PEPPERS","PEPPERS, CHILE - ACRES PLANTED","TOTAL","NOT SPECIFIED","6,100",""
"SURVEY","2010","YEAR","","STATE","NEW MEXICO","35","","","","","","","00000000","","PEPPERS","PEPPERS, CHILE - ACRES PLANTED","TOTAL","NOT SPECIFIED","9,150",""
"SURVEY","2010","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","PEPPERS","PEPPERS, CHILE - ACRES PLANTED","TOTAL","NOT SPECIFIED","5,900",""
"SURVEY","2009","YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","PEPPERS","PEPPERS, CHILE - ACRES PLANTED","TOTAL","NOT SPECIFIED","3,000",""
"SURVEY","2009","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","PEPPERS","PEPPERS, CHILE - ACRES PLANTED","TOTAL","NOT SPECIFIED","6,100",""
"SURVEY","2009","YEAR","","STATE","NEW MEXICO","35","","","","","","","00000000","","PEPPERS","PEPPERS, CHILE - ACRES PLANTED","TOTAL","NOT SPECIFIED","12,800",""
"SURVEY","2009","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","PEPPERS","PEPPERS, CHILE - ACRES PLANTED","TOTAL","NOT SPECIFIED","7,500",""
"SURVEY","2008","YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","PEPPERS","PEPPERS, CHILE - ACRES PLANTED","TOTAL","NOT SPECIFIED","3,500",""
"SURVEY","2008","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","PEPPERS","PEPPERS, CHILE - ACRES PLANTED","TOTAL","NOT SPECIFIED","5,900",""
"SURVEY","2008","YEAR","","STATE","NEW MEXICO","35","","","","","","","00000000","","PEPPERS","PEPPERS, CHILE - ACRES PLANTED","TOTAL","NOT SPECIFIED","12,300",""
"SURVEY","2008","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","PEPPERS","PEPPERS, CHILE - ACRES PLANTED","TOTAL","NOT SPECIFIED","6,400",""
