"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"CENSUS","2024","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","PEPPERS","PEPPERS, UNDER PROTECTION - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2024","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","PEPPERS","PEPPERS, UNDER PROTECTION - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","1,279","88.7"
"CENSUS","2024","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","PEPPERS","PEPPERS, UNDER PROTECTION - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","386","73.4"
"CENSUS","2024","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","PEPPERS","PEPPERS, UNDER PROTECTION - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","682","47.8"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","PEPPERS","PEPPERS, UNDER PROTECTION - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","611","(H)"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","PEPPERS","PEPPERS, UNDER PROTECTION, FROM HYDROPONIC SYSTEMS - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2024","YEAR","","STATE","KANSAS","20","","","","","","","00000000","","PEPPERS","PEPPERS, UNDER PROTECTION - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","344","50.5"
"CENSUS","2024","YEAR","","STATE","KENTUCKY","21","","","","","","","00000000","","PEPPERS","PEPPERS, UNDER PROTECTION - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","1,601","70.1"
"CENSUS","2024","YEAR","","STATE","LOUISIANA","22","","","","","","","00000000","","PEPPERS","PEPPERS, UNDER PROTECTION - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","8","(H)"
"CENSUS","2024","YEAR","","STATE","MAINE","23","","","","","","","00000000","","PEPPERS","PEPPERS, UNDER PROTECTION - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","388","34.6"
"CENSUS","2024","YEAR","","STATE","MAINE","23","","","","","","","00000000","","PEPPERS","PEPPERS, UNDER PROTECTION, FROM HYDROPONIC SYSTEMS - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2024","YEAR","","STATE","MARYLAND","24","","","","","","","00000000","","PEPPERS","PEPPERS, UNDER PROTECTION - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","44","(H)"
"CENSUS","2024","YEAR","","STATE","MASSACHUSETTS","25","","","","","","","00000000","","PEPPERS","PEPPERS, UNDER PROTECTION - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","278","43.4"
"CENSUS","2024","YEAR","","STATE","MASSACHUSETTS","25","","","","","","","00000000","","PEPPERS","PEPPERS, UNDER PROTECTION, FROM HYDROPONIC SYSTEMS - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","38","93.3"
"CENSUS","2024","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","PEPPERS","PEPPERS, UNDER PROTECTION - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","1,683","37.7"
"CENSUS","2024","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","PEPPERS","PEPPERS, UNDER PROTECTION, FROM HYDROPONIC SYSTEMS - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","8","(H)"
"CENSUS","2024","YEAR","","STATE","MINNESOTA","27","","","","","","","00000000","","PEPPERS","PEPPERS, UNDER PROTECTION - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","1,787","42.2"
"CENSUS","2024","YEAR","","STATE","MINNESOTA","27","","","","","","","00000000","","PEPPERS","PEPPERS, UNDER PROTECTION, FROM HYDROPONIC SYSTEMS - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","126","92.8"
"CENSUS","2024","YEAR","","STATE","MISSISSIPPI","28","","","","","","","00000000","","PEPPERS","PEPPERS, UNDER PROTECTION - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2024","YEAR","","STATE","MISSOURI","29","","","","","","","00000000","","PEPPERS","PEPPERS, UNDER PROTECTION - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","907","35.4"
"CENSUS","2024","YEAR","","STATE","MONTANA","30","","","","","","","00000000","","PEPPERS","PEPPERS, UNDER PROTECTION - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2024","YEAR","","STATE","MONTANA","30","","","","","","","00000000","","PEPPERS","PEPPERS, UNDER PROTECTION, FROM HYDROPONIC SYSTEMS - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2024","YEAR","","STATE","NEVADA","32","","","","","","","00000000","","PEPPERS","PEPPERS, UNDER PROTECTION - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","761","66.7"
"CENSUS","2024","YEAR","","STATE","NEVADA","32","","","","","","","00000000","","PEPPERS","PEPPERS, UNDER PROTECTION, FROM HYDROPONIC SYSTEMS - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","75","94.9"
"CENSUS","2024","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","PEPPERS","PEPPERS, UNDER PROTECTION - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","253","63.3"
"CENSUS","2024","YEAR","","STATE","NEW JERSEY","34","","","","","","","00000000","","PEPPERS","PEPPERS, UNDER PROTECTION - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","128","(H)"
"CENSUS","2024","YEAR","","STATE","NEW MEXICO","35","","","","","","","00000000","","PEPPERS","PEPPERS, UNDER PROTECTION - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","572","74.0"
"CENSUS","2024","YEAR","","STATE","NEW MEXICO","35","","","","","","","00000000","","PEPPERS","PEPPERS, UNDER PROTECTION, FROM HYDROPONIC SYSTEMS - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2024","YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","PEPPERS","PEPPERS, UNDER PROTECTION - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","955","58.1"
"CENSUS","2024","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","PEPPERS","PEPPERS, UNDER PROTECTION - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","887","60.8"
"CENSUS","2024","YEAR","","STATE","NORTH DAKOTA","38","","","","","","","00000000","","PEPPERS","PEPPERS, UNDER PROTECTION - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","32","83.4"
"CENSUS","2024","YEAR","","STATE","OHIO","39","","","","","","","00000000","","PEPPERS","PEPPERS, UNDER PROTECTION - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","3,590","55.0"
"CENSUS","2024","YEAR","","STATE","OKLAHOMA","40","","","","","","","00000000","","PEPPERS","PEPPERS, UNDER PROTECTION - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","173","82.9"
"CENSUS","2024","YEAR","","STATE","OREGON","41","","","","","","","00000000","","PEPPERS","PEPPERS, UNDER PROTECTION - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","1,042","79.5"
"CENSUS","2024","YEAR","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","PEPPERS","PEPPERS, UNDER PROTECTION - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","2,614","44.5"
"CENSUS","2024","YEAR","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","PEPPERS","PEPPERS, UNDER PROTECTION, FROM HYDROPONIC SYSTEMS - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2024","YEAR","","STATE","RHODE ISLAND","44","","","","","","","00000000","","PEPPERS","PEPPERS, UNDER PROTECTION - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","34","85.2"
"CENSUS","2024","YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","PEPPERS","PEPPERS, UNDER PROTECTION - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","110","49.8"
"CENSUS","2024","YEAR","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","PEPPERS","PEPPERS, UNDER PROTECTION - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","126","96.8"
"CENSUS","2024","YEAR","","STATE","TENNESSEE","47","","","","","","","00000000","","PEPPERS","PEPPERS, UNDER PROTECTION - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","811","30.3"
"CENSUS","2024","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","PEPPERS","PEPPERS, UNDER PROTECTION - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2024","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","PEPPERS","PEPPERS, UNDER PROTECTION, FROM HYDROPONIC SYSTEMS - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","72","94.9"
"CENSUS","2024","YEAR","","STATE","UTAH","49","","","","","","","00000000","","PEPPERS","PEPPERS, UNDER PROTECTION - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","3","(H)"
"CENSUS","2024","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","PEPPERS","PEPPERS, UNDER PROTECTION - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","617","56.8"
"CENSUS","2024","YEAR","","STATE","VIRGINIA","51","","","","","","","00000000","","PEPPERS","PEPPERS, UNDER PROTECTION - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","586","59.9"
"CENSUS","2024","YEAR","","STATE","VIRGINIA","51","","","","","","","00000000","","PEPPERS","PEPPERS, UNDER PROTECTION, FROM HYDROPONIC SYSTEMS - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2024","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","PEPPERS","PEPPERS, UNDER PROTECTION - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","613","54.2"
"CENSUS","2024","YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","PEPPERS","PEPPERS, UNDER PROTECTION - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","59","70.1"
"CENSUS","2024","YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","PEPPERS","PEPPERS, UNDER PROTECTION, FROM HYDROPONIC SYSTEMS - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2024","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","PEPPERS","PEPPERS, UNDER PROTECTION - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2021","YEAR","","STATE","ARKANSAS","05","","","","","","","00000000","","PEPPERS","PEPPERS, BELL, ORGANIC - PRODUCTION, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","18","75.2"
"CENSUS","2021","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","PEPPERS","PEPPERS, BELL, ORGANIC - PRODUCTION, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","150,318","40.7"
"CENSUS","2021","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","PEPPERS","PEPPERS, BELL, ORGANIC - PRODUCTION, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","154","(H)"
"CENSUS","2021","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","PEPPERS","PEPPERS, BELL, ORGANIC - PRODUCTION, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","612","82.6"
"CENSUS","2021","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","PEPPERS","PEPPERS, BELL, ORGANIC - PRODUCTION, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","21,437","69.1"
"CENSUS","2021","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","PEPPERS","PEPPERS, BELL, ORGANIC - PRODUCTION, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","408","54.8"
"CENSUS","2021","YEAR","","STATE","HAWAII","15","","","","","","","00000000","","PEPPERS","PEPPERS, BELL, ORGANIC - PRODUCTION, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"CENSUS","2021","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","PEPPERS","PEPPERS, BELL, ORGANIC - PRODUCTION, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","206","43.4"
"CENSUS","2021","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","PEPPERS","PEPPERS, BELL, ORGANIC - PRODUCTION, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","196","42.5"
"CENSUS","2021","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","PEPPERS","PEPPERS, BELL, ORGANIC - PRODUCTION, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","599","(H)"
"CENSUS","2021","YEAR","","STATE","IOWA","19","","","","","","","00000000","","PEPPERS","PEPPERS, BELL, ORGANIC - PRODUCTION, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","670","68.6"
"CENSUS","2021","YEAR","","STATE","KANSAS","20","","","","","","","00000000","","PEPPERS","PEPPERS, BELL, ORGANIC - PRODUCTION, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","153","74.0"
"CENSUS","2021","YEAR","","STATE","KENTUCKY","21","","","","","","","00000000","","PEPPERS","PEPPERS, BELL, ORGANIC - PRODUCTION, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","1,305","79.5"
"CENSUS","2021","YEAR","","STATE","MAINE","23","","","","","","","00000000","","PEPPERS","PEPPERS, BELL, ORGANIC - PRODUCTION, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","1,039","(H)"
"CENSUS","2021","YEAR","","STATE","MARYLAND","24","","","","","","","00000000","","PEPPERS","PEPPERS, BELL, ORGANIC - PRODUCTION, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","300","71.2"
"CENSUS","2021","YEAR","","STATE","MASSACHUSETTS","25","","","","","","","00000000","","PEPPERS","PEPPERS, BELL, ORGANIC - PRODUCTION, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","4,251","92.8"
"CENSUS","2021","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","PEPPERS","PEPPERS, BELL, ORGANIC - PRODUCTION, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","1,530","38.9"
"CENSUS","2021","YEAR","","STATE","MINNESOTA","27","","","","","","","00000000","","PEPPERS","PEPPERS, BELL, ORGANIC - PRODUCTION, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","2,136","48.2"
"CENSUS","2021","YEAR","","STATE","MISSOURI","29","","","","","","","00000000","","PEPPERS","PEPPERS, BELL, ORGANIC - PRODUCTION, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"CENSUS","2021","YEAR","","STATE","MONTANA","30","","","","","","","00000000","","PEPPERS","PEPPERS, BELL, ORGANIC - PRODUCTION, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","500","96.9"
"CENSUS","2021","YEAR","","STATE","NEBRASKA","31","","","","","","","00000000","","PEPPERS","PEPPERS, BELL, ORGANIC - PRODUCTION, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","199","90.1"
"CENSUS","2021","YEAR","","STATE","NEVADA","32","","","","","","","00000000","","PEPPERS","PEPPERS, BELL, ORGANIC - PRODUCTION, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"CENSUS","2021","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","PEPPERS","PEPPERS, BELL, ORGANIC - PRODUCTION, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","208","(H)"
"CENSUS","2021","YEAR","","STATE","NEW JERSEY","34","","","","","","","00000000","","PEPPERS","PEPPERS, BELL, ORGANIC - PRODUCTION, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","4,852","(H)"
"CENSUS","2021","YEAR","","STATE","NEW MEXICO","35","","","","","","","00000000","","PEPPERS","PEPPERS, BELL, ORGANIC - PRODUCTION, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"CENSUS","2021","YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","PEPPERS","PEPPERS, BELL, ORGANIC - PRODUCTION, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","3,331","23.2"
"CENSUS","2021","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","PEPPERS","PEPPERS, BELL, ORGANIC - PRODUCTION, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","1,084","68.5"
"CENSUS","2021","YEAR","","STATE","NORTH DAKOTA","38","","","","","","","00000000","","PEPPERS","PEPPERS, BELL, ORGANIC - PRODUCTION, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","40","96.5"
"CENSUS","2021","YEAR","","STATE","OHIO","39","","","","","","","00000000","","PEPPERS","PEPPERS, BELL, ORGANIC - PRODUCTION, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","5,299","30.0"
"CENSUS","2021","YEAR","","STATE","OKLAHOMA","40","","","","","","","00000000","","PEPPERS","PEPPERS, BELL, ORGANIC - PRODUCTION, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"CENSUS","2021","YEAR","","STATE","OREGON","41","","","","","","","00000000","","PEPPERS","PEPPERS, BELL, ORGANIC - PRODUCTION, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","764","(H)"
"CENSUS","2021","YEAR","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","PEPPERS","PEPPERS, BELL, ORGANIC - PRODUCTION, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","4,609","65.6"
"CENSUS","2021","YEAR","","STATE","RHODE ISLAND","44","","","","","","","00000000","","PEPPERS","PEPPERS, BELL, ORGANIC - PRODUCTION, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","224","55.1"
"CENSUS","2021","YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","PEPPERS","PEPPERS, BELL, ORGANIC - PRODUCTION, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","23,148","(H)"
"CENSUS","2021","YEAR","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","PEPPERS","PEPPERS, BELL, ORGANIC - PRODUCTION, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","21","(H)"
"CENSUS","2021","YEAR","","STATE","TENNESSEE","47","","","","","","","00000000","","PEPPERS","PEPPERS, BELL, ORGANIC - PRODUCTION, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","278","(H)"
"CENSUS","2021","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","PEPPERS","PEPPERS, BELL, ORGANIC - PRODUCTION, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","5,901","99.1"
"CENSUS","2021","YEAR","","STATE","UTAH","49","","","","","","","00000000","","PEPPERS","PEPPERS, BELL, ORGANIC - PRODUCTION, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"CENSUS","2021","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","PEPPERS","PEPPERS, BELL, ORGANIC - PRODUCTION, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","714","53.5"
"CENSUS","2021","YEAR","","STATE","VIRGINIA","51","","","","","","","00000000","","PEPPERS","PEPPERS, BELL, ORGANIC - PRODUCTION, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","4,976","(H)"
"CENSUS","2021","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","PEPPERS","PEPPERS, BELL, ORGANIC - PRODUCTION, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","5,669","83.4"
"CENSUS","2021","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","PEPPERS","PEPPERS, BELL, ORGANIC - PRODUCTION, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","1,859","30.9"
"CENSUS","2019","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","PEPPERS","PEPPERS, UNDER PROTECTION - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","629","(H)"
"CENSUS","2019","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","PEPPERS","PEPPERS, UNDER PROTECTION, FROM HYDROPONIC SYSTEMS - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2019","YEAR","","STATE","ALASKA","02","","","","","","","00000000","","PEPPERS","PEPPERS, UNDER PROTECTION - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","59","76.8"
"CENSUS","2019","YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","PEPPERS","PEPPERS, BELL, ORGANIC - PRODUCTION, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","144","87.9"
"CENSUS","2019","YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","PEPPERS","PEPPERS, UNDER PROTECTION - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2019","YEAR","","STATE","ARKANSAS","05","","","","","","","00000000","","PEPPERS","PEPPERS, BELL, ORGANIC - PRODUCTION, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","32","82.6"
"CENSUS","2019","YEAR","","STATE","ARKANSAS","05","","","","","","","00000000","","PEPPERS","PEPPERS, UNDER PROTECTION - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","188","54.1"
"CENSUS","2019","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","PEPPERS","PEPPERS, BELL, ORGANIC - PRODUCTION, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","245,523","32.4"
"CENSUS","2019","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","PEPPERS","PEPPERS, UNDER PROTECTION - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2019","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","PEPPERS","PEPPERS, UNDER PROTECTION, FROM HYDROPONIC SYSTEMS - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2019","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","PEPPERS","PEPPERS, BELL, ORGANIC - PRODUCTION, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","296","40.6"
